https://www.skills.google/course_templates/536	Introduction to Generative AI
https://www.skills.google/course_templates/537	Attention Mechanism
https://www.skills.google/course_templates/538	Transformer Models and BERT Model
https://www.skills.google/course_templates/541	Introduction to Image Generation
https://www.skills.google/course_templates/542	Create Image Captioning Models
https://www.skills.google/course_templates/543	Encoder-Decoder Architecture
https://www.skills.google/course_templates/552	Introduction to Vertex AI Studio
